,tweetid,content,polarity
384,803244397705969665,igual examen final inactivar esperar volver normalidad ahora adelantar,NEU
385,803061996828692480,perdón ser peor prometer darle amor comprensión ternura apenar terminar semestre,P
386,803214630113988608,hoy hacer manera olímpico olvidar ah sombrilla,NONE
387,803219303818559488,arca justar necesario hacer sentir mejor,P
388,803219187850088449,pues hacer funcionar sentir tranquilo después,P
389,803207109051564033,bueno día éxito martinica sumo ser ir llevar mucho alegría personar sufrir,P
390,803101972517638144,pasar peor decirle agregar nuevo jajajaja,N
391,803109708378738688,preferir discutir umpalumpa cristianar conservador derecho,N
392,802591645979930624,chao ud seriar poder,N
393,802654547151884289,mucho gracia palabra fuerte abrazar tú,NONE
394,802656976664727552,cansar saber hoy ayudar hacer feliz,P
395,802298017617326080,sentir identificar tweet ver contar mejor amigo avezar dar rt coser,P
396,802610197306802176,claro fe ticos solidario mas necesitar,P
397,802617732747366401,mejor amigar llamar venir llegar casar minuto esperándolo,N
398,802362941953736708,aquel señor amigar hacer numerito hoy encantar hacer día ginebra empezar fluir temprano,NONE
399,802369892620111872,ver dolor jurar nunca volver lugar quedo pz interesar,N
400,802374903299239936,si cel interesar coser ahí irremplazable gracia escribir,NEU
401,802339920023027712,semana necesitar casar cunar apúrense suficiente presupuestar animalito afectar,NONE
402,802352213330784256,hora pais extrañar,N
403,803070151935619073,bueno fiesta pegar,P
404,802971994950160389,ahora enterar existir carrera investigador animación japonés desperdiciar vida,N
405,802721540076761090,hoy hacer gol vida perder hacer gol vida,P
406,802423538367930368,enviar foto ignacio decir picha feo,N
407,803970852199034885,yeye pintar sabio parejo,NONE
408,803787178321084416,lluvia definitivo piedad andar bus,N
409,803786450852605952,masculino adulto fanático obsesivo my little pony,NONE
410,804122640411742208,gustar hacer,P
411,804010711810801664,ojalá poder darte abrazar vivir menos acompañarte hoy sentir primar,NONE
412,804048178492407808,hoy nuevo campeón pasar campeón perder carlsenkarjakin,P
413,804050118412562432,realidad menos amargar maldito jugar vivo parecer prometer,P
414,803994481938853889,leer post equivocar aparentemente salir diseñador snob feed,N
415,804064900469366789,ir morir querer verlo vivir tigo cbs,N
416,804139696595107840,pues decir temblor decir contar pasar ensayar típico,NONE
417,799987480518922243,excelente grande,P
418,801271513542496256,querer demasiar baldar pollo cebolla papar frita parecer alguien lléveme,NEU
419,801223329625542656,mispropositospara2017son buscar mejor amigar necesitar alguien nadie,N
420,801279880247713792,enfermería gareth balar poder perder clásico,N
421,801291354978582528,jajaja verme aquí ojo pelar,NEU
422,801304592902483969,abrazo aquí vibo ahí mismísima grabar entrevistar,NONE
423,800926948025319424,genial iniciativo poder ayudar,P
424,800209365831532544,harto semestre sábado noche resolver integral encontrar área,N
425,806502753707159560,amigar secretar hoy traer delicioso arroz leche,P
426,806353036708900865,﻿1 capítulo primero temporada black mirror bien pinchar triste wey,NEU
427,806657359716249601,dar igual funcionario público pensar asir,NEU
428,806341840551157761,sentir tan solo noche dormir pariss cama hermanar,N
429,806343202315898882,ojalá seguir junto tiempo,P
430,806364751106342912,pensar luego jugar junto ir cambiar,N
431,807324978693763072,ojalar netflix viejo tiempo,N
432,807381460827205633,momento montar canal repichudo,P
433,807425510435356672,poder soñar ridículo si llorar,N
434,806330716367765504,carepichas solo pensar,N
435,808043758235303936,verdadero ver videos mas caca mas apoyar costar,N
436,808067430014656512,mandarle maldito jonathan duarte hospital pasandola mal operacion solo ver videos,NONE
437,808012377312600064,cr uff discusión enorme clínico mayar dejar hacerlas año resultar,NONE
438,807254954226384896,si bien dar calentura nuevo,N
439,807537268235833344,peor encontrar bar poder hablar x timidez,N
440,806696427883790336,mediodía próximo dudar aunque ver seriar carajo bueno noto,P
441,806755531591294977,relación igual davi perder,N
442,806723955973189637,primero vez david cenar casar quebrar vaso,N
443,806712993098727428,rivera mio peor andar do telefono poder revisar tw fb ig,N
444,806903754083672064,descubrir picar decir patán,N
445,806726824608702464,jurar stalker instinto asesinar activo,N
446,806687497619206144,tradición costarricense suponer cajeta leche almendra rico todo,P
447,806694328718553088,bueno verano grupo vario competir,P
448,806850707219484672,tenis blanco usar día,N
449,807261162358394882,seriar coser ganar dar,N
450,807242670267596800,mejor amigo secreto vida querer regalar ir dar,P
451,807117733531963392,hoy día largar último día ser pilluelo año,N
452,807090883766157313,ir dormir saber único app mangar leer actualizar ons,N
453,807042574158598144,esperar bueno jueves noche,P
454,807042479505764353,si corregir tráigame tierra llévame directo infierno,N
455,808163207013695488,fijar si gustar hacer hacer episodio vii cine vez,P
456,808139453021777920,encantar olla carne gustar ser sopar mantener lleno bastante tiempo,NEU
457,808136758105899008,poder pasar día enterar ver sólo detener,P
458,808101774196428801,si desesperar llevar puto,N
459,808122577818439688,triste andar actividad bailar ver raro chateando solo medio pistar,N
460,808143467083862016,dichoso casi terminar apenar ir jaja,NEU
461,808210014494228480,solis mismo luchar,NONE
462,808194490435571712,delicia mamá casi dejar meter gato encantar dormir aquí poder,NEU
463,808189213392982016,decir solo volver ver seguir dormir dar lástima,N
464,808156606739443712,querer graduar camisa rosado,NONE
465,808341965188333568,si comer crepas beber café smoothie hoy feriar navideño esparcir poner,P
466,808435688756678656,vestir nuevo episodio twd,NONE
467,808342410543726594,bueno día seguir,P
468,808357021909192705,normal aburrir,NEU
469,808444195266510848,fav si creer gustar pene famoso nadie ir dar fav pues tendre consciencia limpio,NONE
470,807740854882406400,hoy decir contar crush novio menor,N
471,807697679052587008,odiar cambiar plan comodidad demás,N
472,807779949998391296,reglar segundo,NONE
473,807798427421704192,diay bonito comentario,P
474,803418254819651584,men elegir mas perder unico importar divertirnos viendote jugar,N
475,803289620268072960,estresada esperar resultar,N
476,803296800555798528,ir cabra loco,NONE
477,802300439341465601,lleno demasiar ver tanto gente intención ayudar moviéndose lindar,P
478,802519704288067584,mamá sólo decirme gordo,N
479,796387096823033857,asi ahora posible nuevo carrera armamentista in the making,NEU
480,796433687927783434,sopar negro opción plato fuerte soda dios saber reconfortante después noticiar agobiante,P
481,796328841052618752,demasiar decepción humanidad,N
482,796537219859226631,salir luchar flotar work lindaperopobra,N
483,796715835888988160,ver pipi aquí conferenciar prensar casi llorar niño solo ahí temblar,NONE
484,796518460763291648,jalar traidor vender coronar españolar,N
485,796517504583614465,podés tener mejor do mundo,N
486,796846796245004292,gente bueno pasar coser bueno restar vez pasar coser bueno,P
487,796855421424324613,nunca ganar chulo probar nuevo pizza tardar siberiano crown pizza,P
488,796861636732747777,jueves pasar esperar entrenar,NONE
489,796852759572217860,jaja trump primero mesar ir traer abajar tlc ir ir mierda,N
490,796869639691190272,muerte andar parranda jejeje,P
491,796878053557370880,uff coser delicioso jajaja desorden meter pato ser feliz exito,P
492,796781652454338560,chingar traer almorzar trabajar gracia,P
493,796788190279598080,muchacho nieto señor galletitas siempre dulce navidad,NONE
494,796809889171603456,vez querer desnaturalizar temer bienestaranimal dejar texto iniciativo popular sólo perro gato,N
495,796827048899710977,canción non video publicar nov aquí compartir,NONE
496,796749746815827968,sentir tan cansar saber salir,N
497,796767254872489984,todo estresada examen mañana si perder jaja pasar cursar,NEU
498,797094392725204993,acabar confundir estudiante universitario mejor bueno día,P
499,797176679848407040,ocupar viernes negro ver si comprar tele dañar,NEU
500,797115537910333441,primo cancun hoy adivinar ser unica,N
501,797149716794540036,pasar todo mañana meter google maps ver costa rico street view,N
502,797224842567315456,encontrar tarjeta pegar cajero llamar banco reportarlo dueño poder tranquilo whatgoesaroundcomesaround,NONE
503,796938829919817728,llamar probarlo decepcionar ahora fresco leche saber puro sirope,N
504,796938734851751936,problema 2e1 grande tampoco punto hut do malo noticiar,N
505,796556024299814912,lon paz bonito vida costar,NEU
506,796612199930281984,necesitar gato vida asir convencer papá,P
507,796035204188139520,juan llegar ir divertir gustar catar,P
508,795843045493211137,navidad ir pedir subir condenar,P
509,796197595018358784,deber dormir bajar largar atacar ansiedad bajo intensidad,N
510,796199821061328896,triste ver odiar mujer encimar razón,N
511,795862004519104513,querer salirme aguar termal mañana ir monteverde ver tal,P
512,795848586269523969,venir ñoño fijar mayor llorar,N
513,795852476205465600,aprender prestar coser parecer todo hacer divertir nunca devolverlas,N
514,796254025033322496,decir valer mundo decir,P
515,796240698702000128,ahora dormir lleno repelente,NONE
516,796303545674899456,ser leer tratar entender ir pasar todo fuente usual fallar,N
517,796289138936844289,turrialba odiar definitivo 1000 atacar asma semestre,N
518,796192470895890435,ay decir posible aun,P
519,796260285220843521,mae tan desastroso aparentar campaña hope i all we have left,N
520,796246237272010753,jaja fijar dejar entrar jajajaja,N
521,795163385184866304,elanna jajajaja pensar captar indirecto si vacilar avatar,NEU
522,794571617166704640,ganador felicidad hablar mensaje gracia participar,P
523,794634461392596992,psc posar poder izquierdo unir distanciar jeje,NONE
524,794776643277586433,hoy día lindar alinear amigo jueves amar,P
525,794724597220446210,pues ser piénselo último esforzar ahorita llegar vacación,P
526,794569372912103424,cr puro vida llamar haber llamar,N
527,794715441486766084,día soñar accidentar varios vez increíble trauma generar coser,N
528,794714666928930817,sentir tan feliz semana cerrar bien,P
529,794812839999533060,taani cansar podar dormir,N
530,794750067928399872,díganle hellen extrañar odiar solo,N
531,794754276660748288,tan sólo mal día malo vida,N
532,794768124646191108,poder entrar servidor site responder,N
533,794462535084740608,garcia pues bueno momento hacerlo,P
534,797640962952622080,cr charita cantar igual,N
535,797532460884037632,hoy sección propio voz partir grupo contar descubrir,NONE
536,797619946146689024,alguno película tuanis netflix querer recomendar gentequenocoge,NONE
537,797504019329585153,vida demasiar corto seguir reglar,NEU
538,797536079817703424,ayer descubrir amargar realidad preocupar,NONE
539,797515887100182528,acabar tener ideo formidable involucrar mandar correar,P
540,797675073649905665,decirle mae perro ofensa pobre animalitos,N
541,797507093490266112,aw tae dar poder abrazarte,P
542,797271394862120962,sentir si facebook decir cierto pésame,N
543,806926936706519040,lamentable temer tan sensible jamás enfocar,N
544,807016182679097344,lagartija haber enamorar perrito cantar llamándolo mismo hora diario hacer,P
545,806516119058186240,durar iniciar día noticiar triste,N
546,807004656069132289,mejor decir ir comer helar ocupar salir,NEU
547,807009011824467968,durar niño versar forzar ser partir proceso,N
548,806955308408934400,montero tenés día actividad mucho película disponible asistir,P
549,806970411242160128,suponer importar nadie hombre eurodescendiente heterosexual católico cc,N
550,806977846950428672,decir llorar locura opinar si decir entonces cantar,P
551,806979207674916865,ir fijar ahora llamar reservar,NONE
552,806980868841607168,hola complacer paraolvidarte faa saludo liberia,NEU
553,806980451336409089,hola complacer paraolvidarte faa saludo liberia,NONE
554,806980303684300800,hola complacer paraolvidarte faa saludo liberia,NONE
555,806979961609392128,hola complacer paraolvidarte faa saludo liberia,NONE
556,806945783031406592,tamal pierna fresquito quique,N
557,806923376728150018,café sonar in sentar,P
558,806906404112134146,malparir maldito malnacido carta lillie full artículo sereno,N
559,806991938553606147,querer dar bcr asir,NONE
560,809446607196454912,jajaja bueno verla anoche pase excelente día,P
561,809487952506224640,ganar lugar especial corazón,P
562,809432817696378880,página perdido tomar cocar,NONE
563,809507631538860034,querer seriar pagar poder irme rayar semana,NEU
564,809374283306827777,xenia vida todo intención hacer imposible final día,NONE
565,809390134403747840,amanecer llenar comilón anoche bnopenhouse siempre campar desayunar,P
566,809367478300250112,bueno día gripe hoy disfrutar día,P
567,809561788824059906,nomás cuál tercero ir mucho actividad año ir tres,NONE
568,809528195104067585,necesitar tacón negro,NONE
569,808713660000600064,poner triste quedar papar bolsa,N
570,808498787182317569,querer ayudar poder menor tarjeta menos dinero si dar,N
571,808530298799587329,hoy llegar minuto tardar clase literalmente solo minuto durar 2hrs35min llegar u,N
572,808523752887767040,segundar temporada fuller house durar día,NONE
573,808768326063321088,do último show bailar minis boys,NONE
574,808738451067731968,cr ah auditorio nacional próximo año marzo jaja,NONE
575,808708745194799104,leer quejar twitter interacción social bus,NONE
576,808706648206352384,dormir tan rico jaja cólera dar despertar,N
577,808669749022519300,avila hmm ser aun sentir pegar cielo boca,NEU
578,808697535938314240,igual trabajar,NONE
579,809127790981369860,salir poder manejar migraña,N
580,809846303534514177,necesitar ir hogar dormir do hijo peludo saber gripe,N
581,809828470075301893,porqué terminar contratar ví seguro solito,NONE
582,809950354611826688,hacer sentir tan bien ver ex sentir absolutamente,P
583,809927403615256576,definitivo quedar campar ir tacón mentalizar querer ir percebe,N
584,809918358955184128,ysi mejor seriar mundo,P
585,809917034750509056,seriar alguien poder dormir,N
586,810701756791484416,primero vez,NONE
587,810700953620021248,igual jajajaja tratar evitarlo lograr,NEU
588,798320488619577344,bueno vibrar transmitir,P
589,798206253541584896,adquirir sitiar abarcar país momento parecer excelente herramienta,P
590,798356108473696256,país tan afectar haití necesitar mundo enterar,NONE
591,798329898746015745,adorable diay hacer,NEU
592,798261817260863488,solo digital entonces perfecto verdad muchísimas gracia abrazar costa rico puro vida,P
593,798306527882919936,acabar llamar si muchísimas gracia,NONE
594,798304922399895553,hacer desordenar horario comer agarrar dolor cabeza permanente,N
595,798366463639900160,nunca dejar snapchat abrir celular mamá creer hoy dormir callar,N
596,798386889392799744,creer contratar hombro asir hacer picha,N
597,798384095730409472,superfluo expectativa vs realidad gracia crc puravida costarica …,NEU
598,798239489734807552,dj cr estudiante periodismo encantar ámbito deportivo admirar soñar conocerlos porfa fdjpuravida,P
599,801509591121068037,si u cerrar entonces librar lunes,NONE
600,801513687848779777,bonito lluvia regresar tocar ir hermanita kinder,N
601,801531504325263362,alguien alguno contactar hacer quedar navideño,NONE
602,801250704786681856,vosotros saber vida basar ver,NEU
603,801189905112174592,lesionar balar clásico,N
604,801504187314016256,salir bonito,P
605,801501985417662464,morata kronos balar poder aun casero clásico,NONE
606,800547473341218816,rajar mientras llegar acá,N
607,800541436819148800,malo dar penar,N
608,800548175346073604,mae si cierto ahora nadie mayoría buscar tener seriar,N
609,800576201244995584,1146 hambre mejor acostar panadería cerrar,N
610,800578955485081600,seguir saliamos batir maracuyá,NONE
611,800373386610360321,ninguno respetar dolor ajeno,N
612,800449161032241152,badilla tan tan guapo sentir feo decir contar,N
613,800498900578738180,si odiar recibir noticiar asir,N
614,800475290464043009,ay canción 3 cielo,NONE
615,800380922491269120,jajajaja seriar haz falto,N
616,800388250942709760,dev bby durar verdad,N
617,801084134525456384,decepción hacer víctima dramático obviar,N
618,801130179879899136,éxito bueno vibrar recital,P
619,801134263806623744,pescadito gente afectar inundación,N
620,801122512776073216,hora marear ganar vomitar bueno verdad,N
621,801073708337156096,exacto colera dar,N
622,801070468677648384,mamá decir ir colar seriar amar ir,P
623,800366436904562688,mamar triste gabriel badilla corazon miedo dar coser,N
624,800476895167057924,lamentable badilla pásame hijo quedar papá,N
625,800835505717972992,oír mcdonalds mejor mannequin challenge vestir ahora venir hacer gobernar hacer do año,N
626,800768688270020608,maldito lluvia matar negociar asir nadie querer bañar sacar perro,N
627,800773852783644672,ver depresión tropical convertir huracán llamar otto comenzar memefest,N
628,800765569880522752,hola momento siempre quedo encargar próximo pedir,NONE
629,800719427125833728,tren cada medio hora mito urbano pasar,NONE
630,800336465284710400,lamentable informar morir gabriel badilla ripgladiador,N
631,801859882982981632,sentir llevar puto,N
632,801860797131554820,hola sole sismógrafo humanar,NONE
633,801888490036174848,bueno claro si envíame dirección correar decímetro,NONE
634,801890405939867649,hola decir bien fuerte aguacero viento bajar control gracia preguntar,P
635,801764168747597824,paso igual nosdejaron irnos casar,N
636,801845807309848576,excelente atento comentario,P
637,801870717969174529,alejandro zona rojo,NONE
638,801863340414955521,jurar próximo cuatro buscar apartar alguien poder solo,N
639,801843115824975872,bien sonar nórdico hablar argentar,P
640,801862522840158210,heredia temblor sentir levar horrible,N
641,800832934756360193,querer baldosar granizar,NONE
642,800900381123420160,uri cobarde colar moisesylos10mandamientos,N
643,800897542041047040,shi año pasar jajaja ah creer,NONE
644,800875352838926336,terremoto alertar tsunami japón,N
645,800869473246793728,hoy puro mañana ver papá,N
646,800868885742268416,jaja menos hacer decir si pasar pegar fb,NONE
647,800908849813344256,exigir besar carl enid lindar wtf twd,P
648,800885510575104001,anuncio tv posgrado alma mater tan malo,N
649,800884833509658624,bueno ideo anis saber pancake poder hacer bien,NEU
650,800909913715310592,decir ud similar entonces,NONE
651,800513366355652608,bueno decir acerar callar haha,P
652,800443454547521544,hacer mamá facebook dar pelota meter celular,N
653,800831223610441732,tómese vez listar,NONE
654,800830813650743296,andar mismo dolor sino inflamación parecer embarazar horror,N
655,802264821165096960,enero ropa barato si saber,NONE
656,802158982353788929,triste cerrar año lindo,N
657,802232548504010752,si obviar importante gracia preguntar,P
658,802227237000978432,poblar andar patrullar recolectar alimento perecedero casar donar costaricaunida,P
659,801607174636077056,super ansioso asunto dar tranquilidad papá,N
660,801628658427424768,ver igual poder hacer,N
661,801577371476299776,invitadísimo hacer coser diferente involucrarse dar espacio mejor gente,NONE
662,801576904981626883,mililitro amigo sii pobre extremo seguir,NONE
663,801654234248806400,gripe mojar,NONE
664,801653978991886336,dejar congelar amar rating,P
665,801638200334811137,amén seriar q hacerlo,NONE
666,801648039345745920,anteojo demasiar flojo mesar comprar,N
667,801647312036646912,solo pensar proteger gato perrito,NONE
668,801646462547456001,segundar cuartar golden llevar punto,P
669,801651061928972288,vida conspirar injusto jaja,N
670,801682432231702529,curridabat calmar gota aguar calentar 20 nomegusta,N
671,801916320329715712,hidalgo hacer diario hoy palpable emergencia,NONE
672,801958572213108737,ok ver lado positivo motivar hacerle drama restar si vida,P
673,801978181167288320,matar voz sepsi deber tener decir gaby lunes regresar todo pato,P
674,802021065950195712,ir ser noche largo,N
675,802002493328785409,repollar ud últimamente amargar,N
676,802071121084514304,hora devastador efecto otto país realidad,N
677,802031513302867968,gloria seriar probable triste,N
678,811697149637488641,hoy poder ser penúltimo capítulo ragnar lothbrok,NONE
679,811617569295699968,romper pantalón horizontalmente muslo debajo nalga moda,N
680,811628327609966593,triste historia vaco,N
681,811614576861216768,chivo pasar debajo puente platinar siempre querer seriar,P
682,811657609887543296,poblar bonito españa enhorabuena sólo rioja sólo bueno,P
683,811638449077948416,ahh fijar casar especificar hablar solamente vestimenta,NEU
684,811644803838607360,solita oficina poner vídeo coser paranormal audífono,NONE
685,811666031643074560,sólo vestir feo demás ok,NEU
686,811193408878481408,ayer iniciar proyectar hacerme propio huerta,NONE
687,810824587361525760,decir trabajar salud vacación,P
688,810694264946618368,ja ja precioso condenar,P
689,810670660867526656,juego pólvora perrito asustar,N
690,810870164233261056,stargazer librar chivo bueno punto comer entonces,P
691,810351346788528128,hijueputa tela salir querer volver quedar acostar,N
692,810322496079757312,asir salir hoy,N
693,810326683169521664,ir pasar año nuevo playa bueno,NONE
694,810213900192989184,extrañar belén tan chivo,NEU
695,811407432421404673,ir encontrar ex hotel,NONE
696,811453924830023681,hermanar convertir comedor principal café internet,NONE
697,811955602046013440,acordar clínico nora peri casar lote llorar dañar,NONE
698,811819332581859328,todavía comer maldito tamal,N
699,811782203738910720,personalmente bloquearla inmediatamente final belleza so,NEU
700,811803758560768001,hoy primero premier éxito,P
701,811786773537968128,nombre llegar sábado am mejor jajaja,NONE
702,811783431558295552,siempre bueno opinión playo,P
703,809178498103439362,ser distraer mundo,N
704,809274124820512768,ojalar bloquear mas grande cel,N
705,809382645754957825,todo familia ir dormir graduación,N
706,809223061157400576,esperar jefe mañana librar,P
707,809286148916920320,arroyar jajaja nunca spoiler odiar recomer meterse tw mañana,P
708,809267386717274112,defender poquito,N
709,809259678505046018,triste esperar,N
710,811041345288732672,rayar grueso gustar puma saber hacer,P
711,811080053866057728,bueno igual ver protagonista guapo,P
712,811086379199397889,mamá todo ropa escoger feo ver poner,NEU
713,810948277957001216,llevar tiempo tan quemar,N
714,811095261829271560,igual feo horrible espantoso,N
715,809599585001816064,rajar si ir extrañar poquito,N
716,809428087935004672,bueno día ivrecagu mucho gracia comentario gustar servirle,P
717,808888543338778624,mejor compañía marce quitar bueno,P
718,808896048680861696,igual hoy pecar feo,N
719,808473316520562688,feliz terminar cuatro éxito ahora soñar grande,P
720,808489751816929280,raro si real,NEU
721,808491123559845889,lunes volver ser igualar cadena,NONE
722,810599314213011456,perez ah bueno gracia tan pendiente,P
723,810540437819760642,ayer dar botella pegar tragar pensar yin fresco gracia marifer,N
724,812111423102926851,poner ví int manning empezar igual,NONE
725,812110006564831234,dígame caro bien pobre,NONE
726,812354803485540352,amar nuevo canción sofía rey,P
727,812059929213366273,querer mover estúpido aeropuerto,N
728,809123827263438853,próximo vez ir bar servir solo,NONE
729,808876462212317188,cortar pelar sentir demasiar pelota,N
730,808870364856090625,mañana día librar hacer dormir,P
731,808862160994664448,cada vez ver muchacho guapo,P
732,809169530731823106,amador errar d humano deber d pasar,P
733,808901597615034372,seguro productor centrar traer siempre,N
734,813077435386302468,tener grande expectativa futuro vida,P
735,813467340713193472,ir volver dejar pampa lindísima,P
736,813596007481167872,ir mañana playa confiar sol quitar gripe tan horrible,P
737,813584750380204034,envidiar bueno manera oportunidad ir mañana estadio,P
738,813521592462540800,casi misión imposible super lindar,P
739,813541810853310464,mandar abrazar venir día duro superar eventualmente,P
740,813907408120672258,arrepentir ah ojalá dinero infinito,NEU
741,813911552172625921,queres comprar mucho coser pobre,N
742,813972029267410944,extrañar demasiar día demasiar,N
743,813854554001436677,hacer feliz aun mas triste poder teletrabajar,N
744,812433686750756864,misionero ideal oh claret beats nuevo,P
745,812448341468545026,mañana entonces buscar pasar navidad dejar solo,NONE
746,812166030462160897,dar tanto plagar tener ponerle cono nuevo whisky,N
747,812132464919506944,querer amigo gustar gusto musical vivir largar,NONE
748,812196050903728128,rico silenciar cuartar,P
749,812688090015772672,desayunar guanacasteco hoy nochebuena hoy dar vueltita nicoya,P
750,812906523936587776,pensar hacer belén machu nuevo dejar solo,N
751,812910113963048960,feliz navidad feliz navidad feliz navidad feliz navidad,P
752,812914757019779076,negro ah mae durar día,N
753,814193006739918848,si decir querer mamón chino decir vulgaridad,N
754,810126945807699968,matar último vez cine,NONE
755,812762537938788352,hola sur,NONE
756,812752893946236928,decir comer maas casar sólo mamá,NEU
757,811231191332487169,gut aun fecho definir avisar apenar saber,NONE
758,811195457657569280,fijar luego junto olvidar palomar,NEU
759,811219074059476992,jajaja triste hoy conseguir,P
760,811212211410583552,mami acabar ir extrañar,N
761,814995688723456001,seguirme único hacer,NONE
762,814907771829239808,ayer llorar ver snap plagar,N
763,814456696194080768,reggaeton lento canción fin año,NONE
764,814710034236080128,casar apenar mandar asir jaja,NEU
765,814670953611460608,deber ser mejorar hacer mencionar,P
766,816042138014253056,ver bridegroom netflix puro mocar véanlo,P
767,816038188607242240,ser productor radiofónico mejor vida,P
768,815954242070609922,cantón central ojo,NONE
769,814536151952461824,si ocupar gente detener disponible,NONE
770,815326818479775744,abrazar enorme sos éxito,P
771,815388797747666944,alvarez ser si funcionar ver cumplir,P
772,814853214050906112,querer tener carro hacer rápido,NEU
773,815439552038977537,tristeza hp dar siempre año nuevo,N
774,817864316372348928,encontrar ninguno bueno seriar nf,N
775,817069708927266816,alpha suerte tener feliz año,P
776,817032173689696257,sip entender tuit anterior,NONE
0,769802080701648896,decir final opinar igual tú tampoco q final malo historia regular,NEU
1,772253053328105472,mesar banda largar parecer omar brice segun freddy ex papel lapiz vane nene,NONE
2,775091274475003904,día quejar x capuccino cobrar valer caja leche mandar mierda,N
3,768874738089275393,sábado casar adriel hacer sentir super viejo matar ibamos poblar viejo x lado saliamos fuck off niñero,NEU
4,767564596177666048,igual baúl recuerdo jajaja bueno conocer solo ver tweet dar gracia,NEU
5,768207044864307200,mundo preso fin seguir entender parámetro acelerar x segundo claro si querer página pique,NONE
6,768306533092384768,﻿1 año empezar vivir lejos casar mami llamar día pasar día amor acabar,N
7,755759178006745089,vestir vez ser memoria jejeje sentir emotivo ojalá ver ver,P
8,775919409596538881,si mañana entrar metal ir sentir mal profe decir ir revisar suave pasar profe todo cosi,P
9,760353716826353664,repetir sentir haberte hacer gran evento país comer tiempo apenar poder,NEU
10,760133031076126721,andar peor tinkerbell año mozo si ver hoy tío comer solo maqueta q hacer,N
11,755854857857138688,lindar ir despacio,P
12,758521854822797316,subrayar social apellidar mae kagame tan inmaduro parar reírme casi todo lección,P
13,766699500891242496,raro q demasiar mal cabeza querer alguien tan dañar hablar papá,N
14,761975787306176512,teoría comic ss basar solo joker asir bola ridículo deber relajar puto nalga dejar flaco paz,N
15,762726968726999041,profe decir instalar sass campus contestar pasar pack v molestar,NONE
16,762115048969940992,dar risa decir si tan amable tan amable diay quedo,NEU
17,759492187721601024,raro vez viajar bus poblar ser exacto vez año do vez descomponer bus ser chistar,N
18,778614159189553152,minuto tardar brete entrenar gozar gym pobre familia mae fallecer accidentar desear mucho paz,NEU
19,778433257532563456,tweets marian recordar crush gustar axl rose si gustar guns n ros asir saber si ser feliz,NEU
20,779183326301155328,viajar ir largar bus incomodar volver peri bien internet gratis minuto,NEU
21,785143441705533442,paso poder twitter whatsapp vez fiesta igual bueno perder,N
22,783528310399729665,chile sorprender jaja cole estudiar noche ir super bien u empezar día bien mal,N
23,783181094556471296,siempre paz mejor suceder colombia ayer doler solamente gente salir votar ganar indiferencia,N
24,779892272922001408,hoy mesar día favorito año amar diciembre pequeño aunque año tío abuelita,P
25,779518381527445504,compasion tambien,NONE
26,781193607302656000,pastorutti sole porfa saludar costa rico si aca aca ver rincon luz maldito sii,NONE
27,781280725425283072,susto asco cólera etcétera luego venir porqué decir porqué necio ruleta,N
28,779780983151362048,tú tan sanar,N
29,780929831462592512,escuchar mujer hablar dieta estricto llevar pensar morir hambre dieta pecar asir,N
30,776135882436808706,bueno entonces tranquilo,NONE
31,786580777848836098,hoy ir hacer pavo seguro nuevo ir decir nana frente pequeño historia vida,N
32,786692147894427655,si acá algun chico chico mayor ojalá experiencia tienda necesitar trabajar diciembre poner decímetro,NONE
33,788099613404258304,bueno alguien pagar mae odioso gratis jajaja altruismo gente vera,N
34,788512364572270592,querer tuitear jajaja,P
35,788525644468539392,cada vez ver moto correo costa rico señor llevar ahí nombrar ahorita llegar ahorita llegar,NONE
36,795475383659413504,mami sábado ir ir comer ir ir si claro mami 1 ir ir misa ah ser llegar lugar mami,NONE
37,790364401412878336,mucho gracia querido spoilers twd,N
38,791715354372300800,pleno deber existir siguiente conversación hola hola bien tú conversación q paso ahí,N
39,791045004558991362,triste verdad,N
40,791493489754271745,alguno enfermedad aprender ser fuerte nunca sufrir igual solo aprender vivir,NEU
41,790414725708410880,volver costumbre domingo noche ver episodio anterior snl hacer recibir lunes mejor mood,P
42,791152385070604288,designar aficionar mundo nippon aunque elección sonar final feliz milímetro,N
43,785671856447561729,si q ver ir clínico q pedir mínimo día vacación xq carnet dias,NONE
44,786282786864795649,chivo llegar caro vergüenza pedirle fi quedar sacar tarea decir claro,P
45,784592756295475205,hablar español guapísimo bus pensar ir casar despedir preguntar ir lagrimear,N
46,798212939878637569,súper luna lleno significar gente ir andar loco do semana partir hoy mañana let the hunger games begin,N
47,806148762041221120,jarabe tos hacer jugo naranja saber feo jugo mejor vida,N
48,805887649223352320,ir asi silvio rodríguez ismael serrano cristian castrar homenaje josé josé buki asunto seriar,NEU
49,804761791129677824,tú quebrar pierna ir hospital diagnóstico t daran posible virus tenes defensa bajo,N
50,804176696761008128,hoy decir mamá cerrar noviembre solo falto temblor listar ahora decir q pa cerrar solo falto pegarme gordo,P
51,805502085550788609,personar impacientesgaby,NEU
52,803341208311447553,hoy primero vez año vida comer chirrido jaja saber rico si chicharron pellejo mejor,P
53,802732872398409728,venir sabana uber salir barato dar contar concertar guns venir terminar tarifar dinámico,N
54,802719339749244928,hoy gimnasio hacer rutina brazo ahora tan doler costar levantar chicharrón birra gymrat,N
55,802343404705300480,lindar día hoy muchacho cruz rojo decir abarrotar víveres,P
